,Skill
9049,"Python, asyncio, FastAPI, SQLAlchemy, Docker"
9050,Angile
9051,CI CD
9052,unity3d
9053,Directum 5.7
9054,Pinnacle Studio
9055,CURL
9056,XML Dom
9057,Oracle Cloud
9058,implementation
9059,Order Management
9060,ORACLE SCM
9061,AML
9062,Frontol
9063,Task Managеment
9064,"Знание компьютерного железа, периферийного оборудования и оргтехники"
9065,Понимание принципов работы сетевых устройств
9066,Знание ПК на уровне уверенного пользователя
9067,Мастер
9068,IAR Embedded Workbench
9069,Perl 5
9070,Solution Manager
9071,PI-PO
9072,basis
9073,Администрация Президента
9074,Service Manager
9075,Сonfluence
9076,DELL EMC
9077,Знание основ ИТ-инфраструктуры
9078,Mobile Game
9079,MVC Framework и WebAPI
9080,test automation engineer
9081,TR
9082,NDK
9083,Twistlock
9084,Fortify
9085,Prisma Cloud
9086,private cloud
9087,Service desk
9088,Чтение чертежей и схем
9089,Сервисное обслуживание фасовочных линий
9090,знания excel
9091,знания bitrix
9092,знания спецтехники
9093,Повышение эффективности
9094,DataLens
9095,FI-FM
9096,Omni
9097,rest-assured
9098,Ecommerce
9099,web-разработки
9100,windows Server 2016
9101,MapReduce
9102,Опыт работы в соцмедиа
9103,Эффективная коммуникация
9104,Software Requirements Specification
9105,Система поддержки принятия решений
9106,Управление капиталом
9107,ВПОДК
9108,JDA D&F
9109,JDA Demand&Fulfillment
9110,web UI/UX
9111,Кд2
9112,JBehave
9113,Nunit
9114,Технические аспекты ИТ
9115,Windows 2003/2008R2
9116,Перевод маркетинговых текстов
9117,PVS Studio
9118,Microsoft IIS
9119,WebFroms
9120,SuperSet
9121,Kaggle
9122,matlolib
9123,Английский B1
9124,Разработка новых и поддержка существующих проектов разного уровня сложности
9125,AllegroSignal & Power Integrity
9126,FEMCadence
9127,HFSS3D
9128,Ansoft
9129,SQL 2008
9130,Ландшафтная архитектура
9131,Easyredmine
9132,ведение ИТ-проектов
9133,Stress Management
9134,"Администрирование (ОС, СУБД, программы 1С)"
9135,"Обмен данных: JSON, HTTP-сервисы, Web-сервисы, XML-документы, XDTO- документы"
9136,"• Опыт интеграции 1С: «Предприятия» с другими системами (XML, COM, ODBC и т.д.)"
9137,Angular 11
9138,разработка пользовательских интерфейсов
9139,Ручная сборка РЭА
9140,"Владение основными навыками ручного SMD, DIP и объемного монтажа"
9141,Умение читать монтажное-сборочные схемы и чертежи
9142,Media
9143,электронные площадки
9144,тендерный документооборот
9145,community
9146,TA QA
9147,Операционный менеджмент
9148,ASP.Net Asp.Net Core
9149,Affiliate
9150,реляционные БД
9151,эконометрическое моделирование
9152,Power Bi
9153,деривативы
9154,Java stack
9155,web applications architecture
9156,MySQL databases
9157,Linux kernel
9158,Google Cloud Platfom
9159,Контроль за выполнение работ
9160,Реализация проектов в области e-travel
9161,Знание основ управления проектами
9162,E-travel
9163,Руководство IT проектами
9164,"Программирование, автоматизация,"
9165,1С: Финансист
9166,applications
9167,implementations
9168,scraping
9169,Technical support
9170,ИТ процесс
9171,Оптимизация организационных процессов
9172,IT аудит
9173,5GC
9174,OCS\OFCS
9175,музыка
9176,ClikSense
9177,SAP Data Hub
9178,Umbraco
9179,Sitecore
9180,1С: УАТ
9181,escript
9182,Sales Support
9183,Владение английским языком
9184,Гибкий график
9185,graphQL
9186,Power Shell
9187,Performance Center
9188,CRM-коммуникации
9189,Построение ассортиментных матриц
9190,koin
9191,1 С поддержка
9192,СМЭВ
9193,Взаимодействие с контролирующими органами
9194,Тестирования ПО
9195,Citrus framework
9196,road-map
9197,Умение читать техническую документацию
9198,Прграммирование
9199,workflow
9200,SAP Hybris
9201,ЯП
9202,Facebook Business
9203,Веб аналитика
9204,account-менеджер
9205,presale-менеджер
9206,IT/ИБ-технологии
9207,Remote
9208,Chrome Extensions
9209,test cases
9210,Bug Management
9211,хpath
9212,Altova
9213,ASP.NET MVC Framework
9214,Тезис
9215,Sales Operations
9216,Формирование отчетов
9217,менеджер по работе с клиентами
9218,Проектирование сайтов
9219,Apache Jmeter
9220,call- center
9221,technical instructor
9222,IP телефонии
9223,SharePoint 2019
9224,IBM SPSS
9225,Information technologies
9226,PowerCurve
9227,Разработка стратегий принятия решений
9228,Портфельный анализ
9229,"PD, LGD, EAD"
9230,C# 8
9231,консультант
9232,Написание требований в виде сценариев пользователя
9233,ВКонтакте
9234,Описание интеграционных требований
9235,Описание нотаций
9236,reactJS
9237,менеджер по продажам
9238,Ориентация на оптимизацию бизнес-процессов и независимость собственной разработки
9239,работа в системе agile
9240,аналитич
9241,перевод научной литературы
9242,Препресс
9243,Enfocus Switch
9244,Acrobat
9245,Enfocus
9246,Twitch
9247,Кардиология
9248,Сетевые сервисы
9249,Veeam BR
9250,Вводный инструктаж о мерах пожарной безопасности
9251,АСКОН
9252,платежные системы
9253,мобильные решения
9254,Redux.js
9255,продажи it-услуг
9256,продажи it- продуктов
9257,оператор контактного центра
9258,Разработка с нуля
9259,BlueCoat
9260,Workspace ONE(AirWatch)
9261,Solar Dozor
9262,Убеждение
9263,Учебный центр Anna sun
9264,Nanosoft
9265,CSoft
9266,E3Series
9267,DataProtector
9268,СПИН продажи
9269,outbound продажи
9270,Управление мощностями
9271,Capacity Managment
9272,Разработка процессной документации
9273,"Pl/SQL, php, MS SQL"
9274,pythest
9275,Тестирование UI
9276,Подготовка тест-кейсов
9277,ЦФТ-банк
9278,Horizon
9279,Video transcoding
9280,Snapshot
9281,Veritas Backup Exec;
9282,Мониторинг информационных систем
9283,Профессиональное владение ПК
9284,network protocols
9285,Cambium
9286,Персонажи
9287,Game Balance
9288,GDD
9289,Маркировка
9290,Vue js
9291,Ruckus
9292,Ubiquity
9293,Secret Net Studio
9294,SAP BusinessObjects
9295,MV
9296,Clean architecture
9297,Опыт работы с высокотехнологичным радиоизмерительным и электроизмерительным оборудованием
9298,Нефтепереработка и нефтегазохимия
9299,Нефтепереработка
9300,Окружение
9301,Рендер
9302,Испытания СИ
9303,Поверитель
9304,Метрологический контроль
9305,Инженер-метролог
